user_id,timestamp,subject,duration,focus,notes
12,2025-01-15 14:00:00,Economics,4.0,0,Completed practice problems
12,2025-01-16 00:00:00,Chemistry,2.6,4,Watched tutorial videos
12,2025-01-16 13:00:00,Math,3.7,2,Reviewed chapter 3
12,2025-01-18 01:00:00,Economics,1.3,3,Completed practice problems
12,2025-01-18 23:00:00,Physics,3.8,2,Watched tutorial videos
12,2025-01-19 00:00:00,Economics,0.9,4,Focused on weak areas
12,2025-01-19 18:00:00,Physics,1.5,2,Summarized key points
12,2025-01-20 18:00:00,Computer Science,1.3,4,Reviewed chapter 3
12,2025-01-22 17:00:00,Biology,2.7,1,Quick revision
12,2025-01-22 19:00:00,Computer Science,1.9,1,Focused on weak areas
12,2025-01-23 05:00:00,Economics,0.8,1,Summarized key points
12,2025-01-23 08:00:00,Chemistry,1.2,5,Focused on weak areas
12,2025-01-25 03:00:00,Computer Science,3.7,4,Completed practice problems
12,2025-01-27 02:00:00,Physics,2.1,3,Focused on weak areas
12,2025-01-29 01:00:00,Physics,0.8,0,Summarized key points
12,2025-01-29 04:00:00,Physics,1.0,5,Completed practice problems
12,2025-01-30 06:00:00,Physics,4.0,5,Focused on weak areas
12,2025-01-30 16:00:00,Math,2.3,4,Completed practice problems
12,2025-01-31 08:00:00,Economics,3.6,4,Focused on weak areas
12,2025-02-01 23:00:00,Math,0.5,1,Focused on weak areas
12,2025-02-02 05:00:00,Computer Science,3.8,2,Completed practice problems
12,2025-02-03 02:00:00,Biology,3.2,0,Quick revision
12,2025-02-04 18:00:00,Computer Science,2.8,4,Focused on weak areas
12,2025-02-05 03:00:00,Economics,3.2,2,Reviewed chapter 3
12,2025-02-06 05:00:00,Physics,0.9,0,Focused on weak areas
12,2025-02-06 13:00:00,Biology,2.8,5,Reviewed chapter 3
12,2025-02-07 14:00:00,Biology,2.0,3,Watched tutorial videos
12,2025-02-08 06:00:00,Math,0.9,1,Watched tutorial videos
12,2025-02-09 02:00:00,Biology,3.1,4,Watched tutorial videos
12,2025-02-09 15:00:00,Economics,2.2,5,Watched tutorial videos
12,2025-02-11 04:00:00,Biology,2.7,4,Completed practice problems
12,2025-02-11 05:00:00,Computer Science,4.0,4,Summarized key points
12,2025-02-12 12:00:00,Physics,2.1,1,Reviewed chapter 3
12,2025-02-13 00:00:00,Physics,2.5,3,Quick revision
12,2025-02-13 18:00:00,Computer Science,2.6,3,Summarized key points
12,2025-02-15 10:00:00,Economics,0.8,5,Summarized key points
12,2025-02-15 20:00:00,Chemistry,1.4,0,Reviewed chapter 3
12,2025-02-17 00:00:00,Chemistry,1.6,5,Completed practice problems
12,2025-02-17 19:00:00,Math,2.1,0,Summarized key points
12,2025-02-19 02:00:00,Computer Science,2.3,1,Completed practice problems
12,2025-02-20 09:00:00,Biology,0.5,3,Summarized key points
12,2025-02-20 16:00:00,Biology,3.8,3,Watched tutorial videos
12,2025-02-22 02:00:00,Computer Science,1.6,0,Quick revision
12,2025-02-23 03:00:00,Chemistry,3.8,4,Completed practice problems
12,2025-02-23 10:00:00,Chemistry,3.0,2,Summarized key points
12,2025-02-23 23:00:00,Physics,1.2,3,Completed practice problems
12,2025-02-24 11:00:00,Chemistry,1.5,5,Summarized key points
12,2025-02-25 08:00:00,Economics,1.0,5,Completed practice problems
12,2025-02-26 08:00:00,Economics,2.1,2,Focused on weak areas
12,2025-02-27 09:00:00,Math,2.1,4,Focused on weak areas
12,2025-03-01 05:00:00,Chemistry,3.4,4,Summarized key points
12,2025-03-01 19:00:00,Computer Science,0.9,4,Summarized key points
12,2025-03-02 12:00:00,Computer Science,1.8,2,Watched tutorial videos
12,2025-03-02 22:00:00,Economics,2.9,4,Focused on weak areas
12,2025-03-03 12:00:00,Physics,3.7,1,Reviewed chapter 3
12,2025-03-03 17:00:00,Biology,1.6,0,Reviewed chapter 3
12,2025-03-05 02:00:00,Computer Science,0.6,2,Focused on weak areas
12,2025-03-05 06:00:00,Chemistry,2.2,2,Summarized key points
12,2025-03-06 12:00:00,Economics,2.1,0,Watched tutorial videos
12,2025-03-08 02:00:00,Physics,1.6,3,Completed practice problems
12,2025-03-08 03:00:00,Chemistry,1.8,4,Summarized key points
12,2025-03-10 01:00:00,Chemistry,2.2,5,Reviewed chapter 3
12,2025-03-11 03:00:00,Computer Science,1.2,2,Watched tutorial videos
12,2025-03-11 12:00:00,Math,3.0,5,Completed practice problems
12,2025-03-11 13:00:00,Chemistry,2.2,2,Quick revision
12,2025-03-12 15:00:00,Chemistry,1.7,4,Quick revision
12,2025-03-12 19:00:00,Math,2.3,2,Reviewed chapter 3
12,2025-03-13 05:00:00,Math,1.3,1,Reviewed chapter 3
12,2025-03-15 03:00:00,Computer Science,2.2,5,Quick revision
12,2025-03-16 20:00:00,Biology,0.7,1,Quick revision
12,2025-03-17 14:00:00,Biology,2.2,3,Quick revision
12,2025-03-18 12:00:00,Computer Science,1.0,3,Summarized key points
12,2025-03-20 07:00:00,Chemistry,0.7,2,Watched tutorial videos
12,2025-03-21 07:00:00,Economics,1.5,1,Focused on weak areas
12,2025-03-23 04:00:00,Physics,2.3,3,Reviewed chapter 3
12,2025-03-23 09:00:00,Physics,2.8,0,Quick revision
12,2025-03-24 17:00:00,Math,2.7,0,Summarized key points
12,2025-03-25 05:00:00,Computer Science,2.3,2,Reviewed chapter 3
12,2025-03-26 11:00:00,Economics,2.0,5,Summarized key points
12,2025-03-27 16:00:00,Physics,1.6,4,Summarized key points
12,2025-03-28 11:00:00,Math,0.7,5,Quick revision
12,2025-03-29 03:00:00,Computer Science,2.3,1,Focused on weak areas
12,2025-03-29 16:00:00,Chemistry,3.6,4,Summarized key points
12,2025-03-30 21:00:00,Physics,2.4,3,Reviewed chapter 3
12,2025-04-01 14:00:00,Physics,2.0,3,Focused on weak areas
12,2025-04-02 20:00:00,Biology,3.2,1,Summarized key points
12,2025-04-04 07:00:00,Computer Science,2.2,3,Focused on weak areas
12,2025-04-04 08:00:00,Chemistry,3.4,1,Focused on weak areas
13,2025-01-02 21:00:00,Math,2.9,2,Summarized key points
13,2025-01-04 11:00:00,Chemistry,3.0,4,Completed practice problems
13,2025-01-04 19:00:00,Chemistry,0.8,4,Focused on weak areas
13,2025-01-06 00:00:00,Chemistry,3.9,1,Watched tutorial videos
13,2025-01-07 23:00:00,Biology,1.8,1,Focused on weak areas
13,2025-01-09 00:00:00,Math,1.9,3,Reviewed chapter 3
13,2025-01-09 14:00:00,Chemistry,0.7,4,Focused on weak areas
13,2025-01-10 04:00:00,Chemistry,3.8,2,Watched tutorial videos
13,2025-01-12 00:00:00,Chemistry,3.9,2,Quick revision
13,2025-01-13 06:00:00,Computer Science,1.6,2,Watched tutorial videos
13,2025-01-15 02:00:00,Economics,2.4,1,Summarized key points
13,2025-01-15 15:00:00,Chemistry,3.1,4,Focused on weak areas
13,2025-01-17 07:00:00,Computer Science,2.0,5,Focused on weak areas
13,2025-01-19 01:00:00,Chemistry,0.6,5,Summarized key points
13,2025-01-19 05:00:00,Chemistry,1.1,3,Quick revision
13,2025-01-20 00:00:00,Math,3.6,1,Watched tutorial videos
13,2025-01-21 04:00:00,Math,0.6,3,Focused on weak areas
13,2025-01-22 01:00:00,Chemistry,2.5,2,Watched tutorial videos
13,2025-01-23 06:00:00,Physics,3.3,1,Quick revision
13,2025-01-23 12:00:00,Math,1.0,3,Watched tutorial videos
13,2025-01-25 01:00:00,Biology,2.6,5,Focused on weak areas
13,2025-01-26 11:00:00,Math,1.1,3,Watched tutorial videos
13,2025-01-27 00:00:00,Chemistry,1.8,4,Watched tutorial videos
13,2025-01-28 19:00:00,Physics,1.3,0,Watched tutorial videos
13,2025-01-30 16:00:00,Economics,2.5,1,Watched tutorial videos
13,2025-01-31 14:00:00,Physics,2.3,2,Summarized key points
13,2025-02-01 22:00:00,Computer Science,2.4,3,Quick revision
13,2025-02-03 14:00:00,Math,2.4,2,Watched tutorial videos
13,2025-02-05 00:00:00,Computer Science,0.9,2,Focused on weak areas
13,2025-02-05 05:00:00,Physics,1.5,0,Reviewed chapter 3
13,2025-02-07 00:00:00,Physics,2.2,4,Watched tutorial videos
13,2025-02-07 10:00:00,Computer Science,2.9,0,Watched tutorial videos
13,2025-02-07 12:00:00,Physics,2.2,5,Watched tutorial videos
13,2025-02-09 10:00:00,Chemistry,1.2,0,Quick revision
13,2025-02-10 04:00:00,Math,4.0,0,Summarized key points
13,2025-02-10 06:00:00,Biology,2.8,5,Focused on weak areas
13,2025-02-10 15:00:00,Computer Science,3.0,1,Watched tutorial videos
13,2025-02-10 19:00:00,Math,3.1,0,Summarized key points
13,2025-02-11 19:00:00,Economics,2.7,4,Watched tutorial videos
13,2025-02-12 17:00:00,Computer Science,3.5,4,Summarized key points
13,2025-02-12 21:00:00,Computer Science,3.2,2,Reviewed chapter 3
13,2025-02-13 22:00:00,Chemistry,3.5,5,Quick revision
13,2025-02-15 17:00:00,Biology,2.7,0,Focused on weak areas
13,2025-02-17 02:00:00,Biology,2.8,3,Reviewed chapter 3
13,2025-02-18 13:00:00,Physics,2.7,4,Watched tutorial videos
13,2025-02-20 08:00:00,Biology,2.2,5,Reviewed chapter 3
13,2025-02-21 07:00:00,Computer Science,3.1,3,Completed practice problems
13,2025-02-22 13:00:00,Biology,2.8,3,Focused on weak areas
13,2025-02-22 18:00:00,Computer Science,2.1,0,Watched tutorial videos
13,2025-02-24 00:00:00,Biology,1.4,1,Watched tutorial videos
13,2025-02-25 10:00:00,Physics,2.1,3,Reviewed chapter 3
13,2025-02-27 00:00:00,Economics,1.4,5,Summarized key points
13,2025-02-27 11:00:00,Physics,1.8,5,Focused on weak areas
13,2025-02-28 05:00:00,Biology,3.4,0,Focused on weak areas
13,2025-02-28 16:00:00,Economics,2.6,5,Completed practice problems
13,2025-03-02 00:00:00,Computer Science,2.6,4,Watched tutorial videos
13,2025-03-03 21:00:00,Chemistry,1.1,0,Watched tutorial videos
13,2025-03-04 10:00:00,Computer Science,0.9,0,Summarized key points
13,2025-03-04 18:00:00,Chemistry,3.8,4,Reviewed chapter 3
13,2025-03-06 05:00:00,Chemistry,3.5,0,Summarized key points
13,2025-03-07 01:00:00,Chemistry,2.3,4,Watched tutorial videos
13,2025-03-07 17:00:00,Biology,3.4,2,Watched tutorial videos
13,2025-03-09 15:00:00,Economics,3.8,3,Completed practice problems
13,2025-03-10 19:00:00,Economics,2.7,1,Reviewed chapter 3
13,2025-03-11 06:00:00,Economics,1.6,5,Focused on weak areas
13,2025-03-13 05:00:00,Economics,1.6,2,Summarized key points
13,2025-03-15 04:00:00,Chemistry,2.1,4,Quick revision
13,2025-03-16 22:00:00,Economics,0.7,2,Focused on weak areas
13,2025-03-17 09:00:00,Physics,3.9,3,Completed practice problems
13,2025-03-18 21:00:00,Biology,3.9,0,Completed practice problems
13,2025-03-19 04:00:00,Economics,2.2,5,Watched tutorial videos
13,2025-03-21 02:00:00,Biology,3.3,1,Summarized key points
13,2025-03-21 17:00:00,Computer Science,3.9,3,Watched tutorial videos
13,2025-03-22 12:00:00,Math,2.6,2,Summarized key points
13,2025-03-23 04:00:00,Economics,0.9,2,Reviewed chapter 3
13,2025-03-23 16:00:00,Economics,0.9,4,Reviewed chapter 3
13,2025-03-24 14:00:00,Math,3.1,2,Focused on weak areas
13,2025-03-25 08:00:00,Physics,1.2,4,Reviewed chapter 3
13,2025-03-25 11:00:00,Economics,2.8,3,Reviewed chapter 3
13,2025-03-27 04:00:00,Math,2.2,2,Focused on weak areas
13,2025-03-27 16:00:00,Chemistry,3.2,4,Focused on weak areas
13,2025-03-27 23:00:00,Math,2.8,3,Reviewed chapter 3
13,2025-03-28 19:00:00,Math,2.0,2,Focused on weak areas
13,2025-03-28 23:00:00,Biology,1.5,4,Focused on weak areas
13,2025-03-29 12:00:00,Computer Science,1.6,3,Focused on weak areas
13,2025-03-31 02:00:00,Computer Science,3.2,0,Summarized key points
13,2025-04-01 02:00:00,Math,2.4,3,Summarized key points
13,2025-04-02 13:00:00,Biology,2.2,4,Quick revision
13,2025-04-04 07:00:00,Math,1.5,1,Focused on weak areas
13,2025-04-04 12:00:00,Biology,1.4,1,Completed practice problems
13,2025-04-05 04:00:00,Math,1.8,5,Watched tutorial videos
13,2025-04-06 18:00:00,Economics,0.6,4,Focused on weak areas
13,2025-04-08 02:00:00,Chemistry,1.5,3,Summarized key points
13,2025-04-10 00:00:00,Biology,1.1,2,Summarized key points
13,2025-04-10 18:00:00,Economics,0.8,0,Completed practice problems
13,2025-04-12 04:00:00,Chemistry,3.3,2,Watched tutorial videos
13,2025-04-13 03:00:00,Computer Science,2.9,5,Focused on weak areas
13,2025-04-13 05:00:00,Biology,3.2,1,Focused on weak areas
13,2025-04-15 03:00:00,Chemistry,3.1,5,Completed practice problems
13,2025-04-15 05:00:00,Biology,1.8,4,Watched tutorial videos
14,2025-01-02 02:00:00,Computer Science,2.3,4,Quick revision
14,2025-01-03 13:00:00,Biology,2.9,2,Quick revision
14,2025-01-04 21:00:00,Physics,1.7,2,Focused on weak areas
14,2025-01-06 00:00:00,Physics,1.5,0,Reviewed chapter 3
14,2025-01-07 16:00:00,Chemistry,0.9,3,Summarized key points
14,2025-01-09 02:00:00,Chemistry,2.6,4,Watched tutorial videos
14,2025-01-09 13:00:00,Computer Science,1.9,5,Watched tutorial videos
14,2025-01-10 08:00:00,Physics,0.8,5,Summarized key points
14,2025-01-11 02:00:00,Math,1.1,4,Quick revision
14,2025-01-12 04:00:00,Biology,2.9,3,Focused on weak areas
14,2025-01-12 17:00:00,Biology,2.9,5,Summarized key points
14,2025-01-13 03:00:00,Physics,3.4,1,Quick revision
14,2025-01-14 18:00:00,Chemistry,2.3,2,Quick revision
14,2025-01-15 15:00:00,Math,0.7,2,Quick revision
14,2025-01-15 22:00:00,Physics,2.9,2,Reviewed chapter 3
14,2025-01-17 10:00:00,Computer Science,0.6,3,Summarized key points
14,2025-01-18 08:00:00,Math,3.6,3,Watched tutorial videos
14,2025-01-20 06:00:00,Physics,2.9,0,Focused on weak areas
14,2025-01-22 01:00:00,Computer Science,0.9,3,Watched tutorial videos
14,2025-01-23 11:00:00,Physics,3.1,1,Summarized key points
14,2025-01-24 08:00:00,Math,1.0,2,Summarized key points
14,2025-01-25 04:00:00,Chemistry,3.7,4,Reviewed chapter 3
14,2025-01-26 14:00:00,Math,2.9,5,Summarized key points
14,2025-01-27 14:00:00,Chemistry,3.9,0,Watched tutorial videos
14,2025-01-29 00:00:00,Chemistry,2.6,0,Completed practice problems
14,2025-01-30 08:00:00,Economics,2.6,4,Watched tutorial videos
14,2025-01-30 19:00:00,Computer Science,1.1,5,Watched tutorial videos
14,2025-01-31 03:00:00,Physics,2.5,5,Focused on weak areas
14,2025-02-01 13:00:00,Economics,0.5,0,Summarized key points
14,2025-02-02 08:00:00,Chemistry,1.2,5,Summarized key points
14,2025-02-03 12:00:00,Biology,1.6,1,Watched tutorial videos
14,2025-02-05 10:00:00,Math,0.9,4,Summarized key points
14,2025-02-05 18:00:00,Computer Science,2.8,4,Quick revision
14,2025-02-06 11:00:00,Physics,2.4,4,Watched tutorial videos
14,2025-02-07 15:00:00,Biology,3.8,3,Watched tutorial videos
14,2025-02-08 17:00:00,Computer Science,2.6,2,Completed practice problems
14,2025-02-10 13:00:00,Math,1.5,1,Quick revision
14,2025-02-11 11:00:00,Biology,3.4,0,Reviewed chapter 3
14,2025-02-13 00:00:00,Biology,1.2,3,Completed practice problems
14,2025-02-14 06:00:00,Computer Science,2.5,3,Focused on weak areas
14,2025-02-16 00:00:00,Computer Science,1.8,2,Completed practice problems
14,2025-02-17 09:00:00,Economics,2.0,0,Summarized key points
14,2025-02-18 14:00:00,Physics,1.0,5,Reviewed chapter 3
14,2025-02-19 16:00:00,Economics,1.9,5,Reviewed chapter 3
14,2025-02-20 02:00:00,Biology,3.6,3,Reviewed chapter 3
14,2025-02-21 19:00:00,Economics,0.7,2,Quick revision
14,2025-02-23 16:00:00,Computer Science,2.8,2,Quick revision
14,2025-02-24 00:00:00,Computer Science,2.3,3,Focused on weak areas
14,2025-02-24 19:00:00,Chemistry,1.2,2,Focused on weak areas
14,2025-02-26 17:00:00,Biology,2.7,2,Watched tutorial videos
14,2025-02-27 19:00:00,Chemistry,2.9,2,Quick revision
14,2025-02-27 22:00:00,Biology,2.0,2,Completed practice problems
14,2025-02-28 22:00:00,Chemistry,2.2,2,Completed practice problems
14,2025-03-01 21:00:00,Chemistry,2.4,2,Watched tutorial videos
14,2025-03-02 23:00:00,Chemistry,1.1,2,Watched tutorial videos
14,2025-03-03 10:00:00,Computer Science,1.7,4,Focused on weak areas
14,2025-03-05 05:00:00,Chemistry,3.0,4,Focused on weak areas
14,2025-03-05 14:00:00,Biology,1.3,3,Quick revision
14,2025-03-06 11:00:00,Math,3.6,1,Completed practice problems
14,2025-03-08 03:00:00,Computer Science,1.9,2,Watched tutorial videos
14,2025-03-09 06:00:00,Economics,3.0,4,Reviewed chapter 3
14,2025-03-09 07:00:00,Economics,2.9,5,Watched tutorial videos
14,2025-03-10 04:00:00,Computer Science,2.0,3,Reviewed chapter 3
14,2025-03-11 18:00:00,Computer Science,1.0,5,Focused on weak areas
14,2025-03-12 18:00:00,Biology,2.7,0,Reviewed chapter 3
14,2025-03-14 03:00:00,Math,1.3,4,Quick revision
14,2025-03-15 12:00:00,Economics,2.7,5,Focused on weak areas
14,2025-03-17 04:00:00,Economics,3.4,4,Summarized key points
14,2025-03-18 23:00:00,Chemistry,2.6,5,Watched tutorial videos
14,2025-03-20 00:00:00,Computer Science,0.8,4,Quick revision
14,2025-03-20 03:00:00,Biology,0.8,1,Focused on weak areas
14,2025-03-21 01:00:00,Chemistry,2.7,1,Reviewed chapter 3
14,2025-03-21 15:00:00,Physics,2.7,0,Reviewed chapter 3
14,2025-03-21 20:00:00,Computer Science,1.0,3,Summarized key points
14,2025-03-22 20:00:00,Math,3.2,1,Watched tutorial videos
14,2025-03-23 23:00:00,Biology,0.9,1,Focused on weak areas
14,2025-03-25 03:00:00,Biology,2.8,0,Focused on weak areas
14,2025-03-25 22:00:00,Economics,0.7,5,Reviewed chapter 3
14,2025-03-26 20:00:00,Chemistry,4.0,0,Focused on weak areas
14,2025-03-27 13:00:00,Economics,1.2,2,Reviewed chapter 3
14,2025-03-27 23:00:00,Chemistry,1.8,3,Summarized key points
14,2025-03-28 11:00:00,Biology,1.5,4,Focused on weak areas
14,2025-03-28 19:00:00,Chemistry,2.1,4,Summarized key points
14,2025-03-29 15:00:00,Computer Science,3.0,5,Focused on weak areas
14,2025-03-30 05:00:00,Economics,3.7,2,Summarized key points
14,2025-03-31 07:00:00,Chemistry,3.0,4,Watched tutorial videos
14,2025-03-31 18:00:00,Physics,3.1,5,Summarized key points
14,2025-04-02 12:00:00,Biology,2.8,1,Focused on weak areas
14,2025-04-03 06:00:00,Math,2.7,2,Quick revision
14,2025-04-04 09:00:00,Math,1.0,0,Completed practice problems
14,2025-04-06 08:00:00,Math,3.6,0,Watched tutorial videos
14,2025-04-07 14:00:00,Physics,1.8,3,Completed practice problems
14,2025-04-07 21:00:00,Physics,2.2,1,Reviewed chapter 3
14,2025-04-09 17:00:00,Biology,2.8,2,Summarized key points
14,2025-04-11 16:00:00,Chemistry,2.1,3,Watched tutorial videos
14,2025-04-12 22:00:00,Math,0.8,0,Completed practice problems
14,2025-04-14 14:00:00,Physics,3.6,0,Watched tutorial videos
14,2025-04-16 03:00:00,Physics,0.5,2,Completed practice problems
14,2025-04-16 15:00:00,Chemistry,0.8,4,Watched tutorial videos
14,2025-04-16 18:00:00,Physics,3.7,3,Summarized key points
15,2025-01-01 14:00:00,Physics,1.1,5,Watched tutorial videos
15,2025-01-03 01:00:00,Chemistry,3.9,0,Focused on weak areas
15,2025-01-04 11:00:00,Biology,0.6,4,Reviewed chapter 3
15,2025-01-05 20:00:00,Economics,2.5,2,Watched tutorial videos
15,2025-01-07 03:00:00,Economics,0.9,0,Summarized key points
15,2025-01-09 00:00:00,Chemistry,3.2,3,Watched tutorial videos
15,2025-01-10 03:00:00,Computer Science,1.5,5,Completed practice problems
15,2025-01-11 23:00:00,Biology,1.6,1,Completed practice problems
15,2025-01-12 04:00:00,Physics,0.9,4,Watched tutorial videos
15,2025-01-13 01:00:00,Biology,2.5,0,Quick revision
15,2025-01-14 16:00:00,Math,1.7,4,Summarized key points
15,2025-01-16 13:00:00,Chemistry,0.6,3,Quick revision
15,2025-01-16 16:00:00,Computer Science,0.7,3,Quick revision
15,2025-01-18 10:00:00,Physics,2.2,4,Quick revision
15,2025-01-19 02:00:00,Computer Science,2.6,4,Watched tutorial videos
15,2025-01-20 23:00:00,Economics,1.4,4,Quick revision
15,2025-01-21 13:00:00,Computer Science,0.7,5,Watched tutorial videos
15,2025-01-22 10:00:00,Physics,2.8,2,Completed practice problems
15,2025-01-22 14:00:00,Physics,2.1,3,Watched tutorial videos
15,2025-01-24 01:00:00,Math,2.2,4,Summarized key points
15,2025-01-25 21:00:00,Economics,3.5,0,Completed practice problems
15,2025-01-26 05:00:00,Math,3.9,3,Completed practice problems
15,2025-01-26 09:00:00,Biology,2.0,3,Completed practice problems
15,2025-01-28 05:00:00,Math,1.5,4,Summarized key points
15,2025-01-28 23:00:00,Chemistry,2.9,4,Summarized key points
15,2025-01-30 15:00:00,Computer Science,0.6,2,Quick revision
15,2025-01-31 02:00:00,Biology,2.7,1,Watched tutorial videos
15,2025-01-31 16:00:00,Physics,3.5,0,Quick revision
15,2025-02-01 10:00:00,Biology,4.0,2,Focused on weak areas
15,2025-02-02 06:00:00,Computer Science,2.7,1,Watched tutorial videos
15,2025-02-03 23:00:00,Physics,2.0,1,Watched tutorial videos
15,2025-02-04 10:00:00,Economics,2.3,3,Completed practice problems
15,2025-02-05 02:00:00,Chemistry,3.2,0,Focused on weak areas
15,2025-02-05 23:00:00,Physics,3.9,2,Summarized key points
15,2025-02-07 13:00:00,Computer Science,1.8,3,Focused on weak areas
15,2025-02-07 21:00:00,Math,0.9,1,Reviewed chapter 3
15,2025-02-08 04:00:00,Chemistry,3.8,4,Watched tutorial videos
15,2025-02-08 09:00:00,Math,1.2,4,Reviewed chapter 3
15,2025-02-09 18:00:00,Physics,3.1,0,Quick revision
15,2025-02-10 05:00:00,Biology,3.1,5,Summarized key points
15,2025-02-11 01:00:00,Biology,3.2,0,Quick revision
15,2025-02-11 14:00:00,Math,0.6,1,Watched tutorial videos
15,2025-02-12 08:00:00,Biology,2.1,0,Watched tutorial videos
15,2025-02-12 15:00:00,Economics,1.9,4,Summarized key points
15,2025-02-14 10:00:00,Math,0.9,5,Completed practice problems
15,2025-02-16 06:00:00,Math,1.1,4,Quick revision
15,2025-02-16 16:00:00,Chemistry,0.8,5,Watched tutorial videos
15,2025-02-18 03:00:00,Math,3.2,4,Quick revision
15,2025-02-20 02:00:00,Biology,3.3,3,Reviewed chapter 3
15,2025-02-20 17:00:00,Computer Science,1.4,2,Quick revision
15,2025-02-21 20:00:00,Economics,3.2,5,Completed practice problems
15,2025-02-22 16:00:00,Biology,3.7,1,Watched tutorial videos
15,2025-02-23 04:00:00,Economics,1.7,1,Quick revision
15,2025-02-23 22:00:00,Physics,1.3,1,Completed practice problems
15,2025-02-25 13:00:00,Chemistry,2.5,4,Watched tutorial videos
15,2025-02-27 11:00:00,Physics,2.8,3,Reviewed chapter 3
15,2025-03-01 06:00:00,Economics,2.0,2,Focused on weak areas
15,2025-03-02 10:00:00,Biology,2.9,1,Watched tutorial videos
15,2025-03-03 20:00:00,Physics,3.6,4,Focused on weak areas
15,2025-03-04 11:00:00,Computer Science,3.1,2,Completed practice problems
15,2025-03-05 14:00:00,Economics,2.1,4,Completed practice problems
15,2025-03-06 20:00:00,Chemistry,2.9,5,Summarized key points
15,2025-03-07 12:00:00,Economics,1.4,0,Watched tutorial videos
15,2025-03-08 17:00:00,Economics,2.0,5,Completed practice problems
15,2025-03-10 05:00:00,Physics,2.7,1,Quick revision
15,2025-03-11 23:00:00,Computer Science,3.2,4,Summarized key points
15,2025-03-12 10:00:00,Physics,1.1,2,Reviewed chapter 3
15,2025-03-13 07:00:00,Math,2.9,1,Completed practice problems
15,2025-03-14 07:00:00,Computer Science,2.6,5,Quick revision
15,2025-03-15 23:00:00,Economics,1.1,5,Completed practice problems
15,2025-03-17 18:00:00,Math,3.8,3,Summarized key points
15,2025-03-18 22:00:00,Physics,1.7,4,Watched tutorial videos
15,2025-03-20 14:00:00,Chemistry,2.0,1,Reviewed chapter 3
15,2025-03-21 21:00:00,Physics,2.5,2,Completed practice problems
15,2025-03-23 05:00:00,Economics,2.5,4,Completed practice problems
15,2025-03-25 02:00:00,Chemistry,2.5,0,Focused on weak areas
15,2025-03-26 20:00:00,Chemistry,3.9,0,Summarized key points
15,2025-03-26 23:00:00,Computer Science,2.9,5,Reviewed chapter 3
15,2025-03-27 07:00:00,Biology,1.7,3,Summarized key points
15,2025-03-27 08:00:00,Chemistry,0.7,5,Watched tutorial videos
15,2025-03-29 01:00:00,Computer Science,3.2,2,Focused on weak areas
15,2025-03-29 07:00:00,Chemistry,0.8,2,Reviewed chapter 3
15,2025-03-31 00:00:00,Physics,3.9,2,Quick revision
15,2025-04-01 20:00:00,Economics,2.5,2,Completed practice problems
15,2025-04-02 18:00:00,Chemistry,2.5,4,Reviewed chapter 3
15,2025-04-03 22:00:00,Biology,1.0,2,Quick revision
15,2025-04-04 19:00:00,Computer Science,0.6,1,Quick revision
15,2025-04-06 00:00:00,Physics,2.0,1,Summarized key points
15,2025-04-06 09:00:00,Computer Science,2.6,0,Quick revision
15,2025-04-06 23:00:00,Math,2.8,4,Completed practice problems
15,2025-04-07 13:00:00,Math,0.6,5,Quick revision
15,2025-04-08 09:00:00,Math,1.5,3,Quick revision
15,2025-04-09 06:00:00,Math,3.5,2,Completed practice problems
15,2025-04-10 20:00:00,Physics,2.9,3,Summarized key points
15,2025-04-12 04:00:00,Biology,3.2,2,Watched tutorial videos
15,2025-04-12 14:00:00,Computer Science,2.2,0,Watched tutorial videos
15,2025-04-13 01:00:00,Computer Science,1.2,4,Completed practice problems
15,2025-04-14 09:00:00,Physics,3.8,1,Summarized key points
15,2025-04-15 11:00:00,Computer Science,0.6,4,Quick revision
15,2025-04-16 07:00:00,Physics,1.9,3,Completed practice problems
16,2025-01-02 09:00:00,Biology,1.9,1,Quick revision
16,2025-01-03 08:00:00,Computer Science,1.2,1,Summarized key points
16,2025-01-03 19:00:00,Math,3.2,4,Completed practice problems
16,2025-01-05 17:00:00,Physics,2.1,2,Watched tutorial videos
16,2025-01-06 20:00:00,Physics,4.0,3,Quick revision
16,2025-01-07 00:00:00,Economics,1.0,0,Focused on weak areas
16,2025-01-08 04:00:00,Chemistry,2.0,2,Reviewed chapter 3
16,2025-01-08 15:00:00,Math,0.8,5,Summarized key points
16,2025-01-10 03:00:00,Biology,0.8,0,Focused on weak areas
16,2025-01-11 14:00:00,Math,1.4,2,Focused on weak areas
16,2025-01-13 00:00:00,Computer Science,3.9,0,Focused on weak areas
16,2025-01-14 05:00:00,Computer Science,0.6,2,Summarized key points
16,2025-01-14 14:00:00,Physics,0.7,3,Summarized key points
16,2025-01-14 15:00:00,Biology,0.8,2,Quick revision
16,2025-01-16 04:00:00,Biology,1.2,3,Quick revision
16,2025-01-17 15:00:00,Economics,0.5,3,Completed practice problems
16,2025-01-18 04:00:00,Chemistry,2.2,1,Reviewed chapter 3
16,2025-01-19 05:00:00,Economics,1.8,4,Summarized key points
16,2025-01-20 04:00:00,Biology,2.4,0,Summarized key points
16,2025-01-21 20:00:00,Computer Science,3.4,4,Quick revision
16,2025-01-23 19:00:00,Computer Science,3.6,2,Reviewed chapter 3
16,2025-01-25 16:00:00,Physics,0.8,1,Quick revision
